         81348177 function calls (79901439 primitive calls) in 75.223 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:608(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:636(__init__)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _mixins.py:71(ravel_compat)
        1    0.000    0.000    0.000    0.000 _mixins.py:91(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:32(ODSWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:533(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _optional.py:81(import_optional_dependency)
        1    0.000    0.000    0.002    0.002 _parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.014    0.014 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:24(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.002    0.002 _strptime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        2    0.000    0.000    0.002    0.001 _strptime.py:173(__init__)
       10    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
      100    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
        6    0.000    0.000    0.001    0.000 _strptime.py:238(pattern)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        2    0.000    0.000    0.001    0.000 _strptime.py:49(__init__)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__x86_64-linux-gnu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.008    0.008 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:225(BaseBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:245(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:251(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:261(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:266(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:271(ReadCsvBuffer)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 _tzpath.py:31(_parse_python_tzpath)
        1    0.000    0.000    0.000    0.000 _tzpath.py:5(reset_tzpath)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        2    0.000    0.000    0.000    0.000 _validators.py:450(check_dtype_backend)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version_meson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:24(XlrdReader)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:181(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:25(_XlsxStyler)
      114    0.000    0.000    0.003    0.000 abc.py:105(__new__)
       21    0.000    0.000    0.000    0.000 abc.py:110(register)
       33    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
    91/32    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
      177    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.004    0.001 accessor.py:1(<module>)
       38    0.000    0.000    0.000    0.000 accessor.py:110(_create_delegator_method)
       52    0.000    0.000    0.000    0.000 accessor.py:125(_forbid_nonstring_types)
       11    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        9    0.000    0.000    0.000    0.000 accessor.py:144(_map_and_wrap)
        1    0.000    0.000    0.002    0.002 accessor.py:156(StringMethods)
       11    0.000    0.000    0.001    0.000 accessor.py:176(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 accessor.py:196(CachedAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        2    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:26(BaseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:37(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
       11    0.000    0.000    0.001    0.000 accessor.py:63(_add_delegate_accessors)
       52    0.000    0.000    0.000    0.000 accessor.py:75(forbid_nonstring_types)
       90    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
        1    0.000    0.000    0.001    0.001 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:153(ArrowTemporalProperties)
       56    0.000    0.000    0.000    0.000 accessors.py:157(<lambda>)
       20    0.000    0.000    0.000    0.000 accessors.py:164(<lambda>)
        1    0.000    0.000    0.000    0.000 accessors.py:247(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:399(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:506(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:53(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:573(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.004    0.004 algorithms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        8    0.000    0.000    0.192    0.024 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:1021(FrameRowApply)
        1    0.000    0.000    0.000    0.000 apply.py:1078(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 apply.py:108(Apply)
        1    0.000    0.000    0.000    0.000 apply.py:1154(SeriesApply)
        1    0.000    0.000    0.000    0.000 apply.py:1303(GroupByApply)
        1    0.000    0.000    0.000    0.000 apply.py:1397(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 apply.py:685(NDFrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:746(FrameApply)
        2    0.000    0.000    0.014    0.007 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:204(ArrowExtensionArray)
        1    0.000    0.000    0.000    0.000 array.py:286(SparseArray)
        1    0.000    0.000    0.001    0.001 array_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:101(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1059(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1231(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 array_manager.py:590(ArrayManager)
        1    0.000    0.000    0.002    0.002 array_ops.py:1(<module>)
   360212    0.737    0.000   17.556    0.000 array_ops.py:115(comp_method_OBJECT_ARRAY)
   360212    1.366    0.000   21.892    0.000 array_ops.py:290(comparison_op)
        1    0.000    0.000    0.003    0.003 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
   360212    0.238    0.000   49.980    0.000 arraylike.py:38(__eq__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1367(StructuredVoidFormat)
       18    0.001    0.000    0.001    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1595(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
       18    0.000    0.000    0.001    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:25(ArrowParserWrapper)
        1    0.000    0.000    0.000    0.000 asserters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        7    0.000    0.000    0.010    0.001 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:100(PandasObject)
        1    0.000    0.000    0.000    0.000 base.py:107(ExtensionArray)
